/government/political_appointer/appointees./government/government_position_held/basic_title	1
/sports/pro_athlete/teams./american_football/football_historical_roster_position/position_s	2
/tv/tv_program/episodes	3
/government/government_office_category/officeholders./government/government_position_held/office_position_or_title	4
/base/activism/organization/area_of_activism	5
/award/award_category/nominees./award/award_nomination/nominated_for	6
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country	7
/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team	8
/government/politician/party./government/political_party_tenure/party	9
/food/dish/cuisine	10
/exhibitions/exhibition_sponsor/exhibitions_sponsored./exhibitions/exhibition_run/sponsor	11
/aviation/aircraft_type/aircraft_of_this_type	12
/computer/software/languages_used	13
/organization/organization/acquired_by./business/acquisition/acquiring_company	14
/organization/organization/phone_number./common/phone_number/category	15
/education/educational_institution/students_graduates./education/education/specialization	16
/government/political_district/representatives./government/government_position_held/jurisdiction_of_office	17
/visual_art/artwork/art_subject	18
/music/performance_role/regular_performances./music/group_membership/role	19
/award/hall_of_fame/discipline	20
/location/us_county/county_seat	21
/dining/restaurant/cuisine	22
/base/popstra/celebrity/vacations_in./base/popstra/vacation_choice/location	23
/government/government_office_category/officeholders./government/government_position_held/office_holder	24
/people/cause_of_death/includes_causes_of_death	25
/award/award_discipline/awards_in_this_discipline	26
/military/military_person/service./military/military_service/military_force	27
/film/film/dubbing_performances./film/dubbing_performance/actor	28
/astronomy/orbital_relationship/orbits	29
/government/government_office_or_title/office_holders./government/government_position_held/governmental_body	30
/architecture/architectural_style/examples	31
/base/x2010fifaworldcupsouthafrica/world_cup_participant/world_cup_team./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/national_team	32
/geography/island_group/islands_in_group	33
/education/university/local_tuition./measurement_unit/dated_money_value/currency	34
/film/actor/dubbing_performances./film/dubbing_performance/film	35
/people/ethnicity/includes_groups	36
/visual_art/visual_artist/associated_periods_or_movements	37
/cvg/computer_videogame/designers	38
/business/board_member/leader_of./organization/leadership/organization	39
/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position	40
/base/schemastaging/tv_actor_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program	41
/base/popstra/product/sold_to./base/popstra/product_choice/consumer	42
/business/board_member/leader_of./organization/leadership/role	43
/government/governmental_body/offices_positions	44
/music/album/artist	45
/theater/theater_actor/theater_roles./theater/theater_role/role	46
/base/petbreeds/dog_breed_group/dog_breeds	47
/people/person/ethnicity	48
/language/language_writing_system/languages	49
/government/government_office_or_title/governmental_body_if_any	50
/cvg/game_character/games./cvg/game_performance/game	51
/fictional_universe/fictional_character/species	52
/award/award/category	53
/organization/organization_scope/organizations_with_this_scope	54
/computer/software/license	55
/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/film	56
/base/crime/convicted_criminal/convictions./base/crime/criminal_conviction/guilty_of	57
/people/person/religion	58
/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	59
/people/person/education./education/education/major_field_of_study	60
/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/language	61
/religion/religion/practices	62
/aviation/aircraft_manufacturer/aircraft_models_made	63
